Average Price Firm 1,Average Price Firm 2,Price Std Firm 1,Price Std Firm 2,Average Profit Firm 1,Average Profit Firm 2
21.472333333333335,21.71,8.628019208410997,8.989150957959358,427.93333333333334,416.2
