period,price_firm1,price_firm2,profit_firm1,profit_firm2
2365,29,29,950.0,950.0
2366,29,29,950.0,950.0
2367,29,20,0.0,1000.0
2368,29,29,950.0,950.0
2369,29,29,950.0,950.0
2370,30,29,0.0,1900.0
2371,29,29,950.0,950.0
2372,29,29,950.0,950.0
2373,29,29,950.0,950.0
2374,29,29,950.0,950.0
2375,29,29,950.0,950.0
2376,29,29,950.0,950.0
2377,29,29,950.0,950.0
2378,29,29,950.0,950.0
2379,29,29,950.0,950.0
2380,29,29,950.0,950.0
2381,29,29,950.0,950.0
2382,49,29,0.0,1900.0
2383,29,29,950.0,950.0
2384,16,22,600.0,0.0
2385,29,29,950.0,950.0
2386,29,29,950.0,950.0
2387,29,29,950.0,950.0
2388,29,29,950.0,950.0
2389,29,29,950.0,950.0
2390,29,29,950.0,950.0
2391,29,29,950.0,950.0
2392,29,29,950.0,950.0
2393,29,29,950.0,950.0
2394,29,29,950.0,950.0
2395,29,29,950.0,950.0
2396,29,29,950.0,950.0
2397,29,29,950.0,950.0
2398,29,29,950.0,950.0
2399,29,29,950.0,950.0
2400,29,29,950.0,950.0
2401,29,29,950.0,950.0
2402,29,29,950.0,950.0
2403,29,29,950.0,950.0
2404,29,29,950.0,950.0
2405,29,29,950.0,950.0
2406,29,25,0.0,1500.0
2407,29,29,950.0,950.0
2408,29,29,950.0,950.0
2409,29,29,950.0,950.0
2410,29,29,950.0,950.0
2411,29,29,950.0,950.0
2412,29,29,950.0,950.0
2413,29,29,950.0,950.0
2414,29,29,950.0,950.0
2415,29,29,950.0,950.0
2416,29,29,950.0,950.0
2417,14,29,400.0,0.0
2418,29,29,950.0,950.0
2419,29,29,950.0,950.0
2420,29,29,950.0,950.0
2421,29,29,950.0,950.0
2422,29,29,950.0,950.0
2423,18,29,800.0,0.0
2424,29,29,950.0,950.0
2425,29,29,950.0,950.0
2426,43,29,0.0,1900.0
2427,31,29,0.0,1900.0
2428,29,29,950.0,950.0
2429,29,29,950.0,950.0
2430,29,29,950.0,950.0
2431,29,29,950.0,950.0
2432,29,29,950.0,950.0
2433,29,29,950.0,950.0
2434,27,29,1700.0,0.0
2435,29,29,950.0,950.0
2436,29,29,950.0,950.0
2437,29,29,950.0,950.0
2438,29,29,950.0,950.0
2439,29,29,950.0,950.0
2440,29,29,950.0,950.0
2441,29,29,950.0,950.0
2442,29,29,950.0,950.0
2443,29,29,950.0,950.0
2444,29,29,950.0,950.0
2445,29,30,1900.0,0.0
2446,29,29,950.0,950.0
2447,29,29,950.0,950.0
2448,29,26,0.0,1600.0
2449,29,29,950.0,950.0
2450,43,29,0.0,1900.0
2451,29,29,950.0,950.0
2452,29,29,950.0,950.0
2453,29,29,950.0,950.0
2454,29,29,950.0,950.0
2455,29,16,0.0,600.0
2456,29,29,950.0,950.0
2457,29,29,950.0,950.0
2458,29,29,950.0,950.0
2459,29,29,950.0,950.0
2460,29,29,950.0,950.0
2461,32,29,0.0,1900.0
2462,29,29,950.0,950.0
2463,29,29,950.0,950.0
2464,29,29,950.0,950.0
2465,29,29,950.0,950.0
2466,29,29,950.0,950.0
2467,33,29,0.0,1900.0
2468,15,29,500.0,0.0
2469,29,29,950.0,950.0
2470,29,29,950.0,950.0
2471,29,29,950.0,950.0
2472,29,29,950.0,950.0
2473,29,29,950.0,950.0
2474,29,29,950.0,950.0
2475,29,29,950.0,950.0
2476,29,29,950.0,950.0
2477,29,29,950.0,950.0
2478,29,36,1900.0,0.0
2479,29,29,950.0,950.0
2480,29,29,950.0,950.0
2481,29,29,950.0,950.0
2482,29,29,950.0,950.0
2483,29,29,950.0,950.0
2484,29,29,950.0,950.0
2485,29,29,950.0,950.0
2486,29,29,950.0,950.0
2487,29,29,950.0,950.0
2488,29,29,950.0,950.0
2489,29,29,950.0,950.0
2490,29,29,950.0,950.0
2491,29,29,950.0,950.0
2492,29,29,950.0,950.0
2493,29,29,950.0,950.0
2494,29,29,950.0,950.0
2495,29,29,950.0,950.0
2496,29,29,950.0,950.0
2497,37,29,0.0,1900.0
2498,29,29,950.0,950.0
2499,29,29,950.0,950.0
2500,29,29,950.0,950.0
2501,29,29,950.0,950.0
2502,43,17,0.0,700.0
2503,29,29,950.0,950.0
2504,29,29,950.0,950.0
2505,29,29,950.0,950.0
2506,29,29,950.0,950.0
2507,29,29,950.0,950.0
2508,14,29,400.0,0.0
2509,29,29,950.0,950.0
2510,29,29,950.0,950.0
2511,29,29,950.0,950.0
2512,29,29,950.0,950.0
2513,29,29,950.0,950.0
2514,29,29,950.0,950.0
2515,29,29,950.0,950.0
2516,29,29,950.0,950.0
2517,29,29,950.0,950.0
2518,29,29,950.0,950.0
2519,29,29,950.0,950.0
2520,29,29,950.0,950.0
2521,29,29,950.0,950.0
2522,29,29,950.0,950.0
2523,29,29,950.0,950.0
2524,29,29,950.0,950.0
2525,29,29,950.0,950.0
2526,29,29,950.0,950.0
2527,29,10,0.0,0.0
2528,29,29,950.0,950.0
2529,29,29,950.0,950.0
2530,15,29,500.0,0.0
2531,24,29,1400.0,0.0
2532,29,29,950.0,950.0
2533,29,36,1900.0,0.0
2534,29,29,950.0,950.0
2535,29,29,950.0,950.0
2536,29,29,950.0,950.0
2537,29,29,950.0,950.0
2538,29,29,950.0,950.0
2539,29,29,950.0,950.0
2540,29,29,950.0,950.0
2541,29,29,950.0,950.0
2542,29,29,950.0,950.0
2543,29,29,950.0,950.0
2544,29,29,950.0,950.0
2545,29,29,950.0,950.0
2546,29,29,950.0,950.0
2547,29,29,950.0,950.0
2548,29,29,950.0,950.0
2549,29,29,950.0,950.0
2550,29,29,950.0,950.0
2551,29,29,950.0,950.0
2552,29,29,950.0,950.0
2553,29,29,950.0,950.0
2554,29,29,950.0,950.0
2555,29,29,950.0,950.0
2556,29,29,950.0,950.0
2557,29,29,950.0,950.0
2558,29,29,950.0,950.0
2559,29,10,0.0,0.0
2560,29,29,950.0,950.0
2561,29,29,950.0,950.0
2562,29,29,950.0,950.0
2563,29,29,950.0,950.0
2564,14,29,400.0,0.0
2565,29,29,950.0,950.0
2566,29,29,950.0,950.0
2567,29,29,950.0,950.0
2568,29,29,950.0,950.0
2569,29,29,950.0,950.0
2570,29,29,950.0,950.0
2571,29,29,950.0,950.0
2572,29,29,950.0,950.0
2573,29,22,0.0,1200.0
2574,24,29,1400.0,0.0
2575,28,29,1800.0,0.0
2576,24,39,1400.0,0.0
2577,24,29,1400.0,0.0
2578,24,29,1400.0,0.0
2579,24,29,1400.0,0.0
2580,24,29,1400.0,0.0
2581,24,29,1400.0,0.0
2582,24,16,0.0,600.0
2583,24,26,1400.0,0.0
2584,24,29,1400.0,0.0
2585,24,15,0.0,500.0
2586,24,26,1400.0,0.0
2587,24,29,1400.0,0.0
2588,24,26,1400.0,0.0
2589,24,29,1400.0,0.0
2590,24,28,1400.0,0.0
2591,24,26,1400.0,0.0
2592,24,29,1400.0,0.0
2593,24,28,1400.0,0.0
2594,24,26,1400.0,0.0
2595,24,20,0.0,1000.0
2596,47,20,0.0,1000.0
2597,24,20,0.0,1000.0
2598,31,20,0.0,1000.0
2599,19,20,900.0,0.0
2600,26,20,0.0,1000.0
2601,24,20,0.0,1000.0
2602,24,20,0.0,1000.0
2603,29,20,0.0,1000.0
2604,24,20,0.0,1000.0
2605,29,20,0.0,1000.0
2606,24,20,0.0,1000.0
2607,29,20,0.0,1000.0
2608,18,20,800.0,0.0
2609,24,20,0.0,1000.0
2610,29,20,0.0,1000.0
2611,24,20,0.0,1000.0
2612,29,20,0.0,1000.0
2613,38,20,0.0,1000.0
2614,24,20,0.0,1000.0
2615,26,20,0.0,1000.0
2616,29,20,0.0,1000.0
2617,28,20,0.0,1000.0
2618,24,20,0.0,1000.0
2619,26,46,1600.0,0.0
2620,26,20,0.0,1000.0
2621,26,20,0.0,1000.0
2622,26,20,0.0,1000.0
2623,29,20,0.0,1000.0
2624,28,20,0.0,1000.0
2625,24,20,0.0,1000.0
2626,23,20,0.0,1000.0
2627,26,20,0.0,1000.0
2628,29,20,0.0,1000.0
2629,28,20,0.0,1000.0
2630,24,20,0.0,1000.0
2631,23,12,0.0,200.0
2632,19,20,900.0,0.0
2633,19,20,900.0,0.0
2634,19,20,900.0,0.0
2635,19,14,0.0,400.0
2636,19,20,900.0,0.0
2637,19,20,900.0,0.0
2638,19,20,900.0,0.0
2639,19,20,900.0,0.0
2640,19,20,900.0,0.0
2641,19,20,900.0,0.0
2642,19,20,900.0,0.0
2643,19,20,900.0,0.0
2644,19,20,900.0,0.0
2645,19,29,900.0,0.0
2646,19,28,900.0,0.0
2647,19,20,900.0,0.0
2648,19,26,900.0,0.0
2649,19,35,900.0,0.0
2650,19,29,900.0,0.0
2651,19,28,900.0,0.0
2652,19,20,900.0,0.0
2653,19,26,900.0,0.0
2654,19,18,0.0,800.0
2655,19,25,900.0,0.0
2656,19,18,0.0,800.0
2657,19,18,0.0,800.0
2658,15,18,500.0,0.0
2659,19,32,900.0,0.0
2660,33,18,0.0,800.0
2661,19,16,0.0,600.0
2662,19,28,900.0,0.0
2663,19,18,0.0,800.0
2664,19,18,0.0,800.0
2665,19,18,0.0,800.0
2666,19,18,0.0,800.0
2667,19,18,0.0,800.0
2668,26,18,0.0,800.0
2669,47,18,0.0,800.0
2670,19,18,0.0,800.0
2671,29,18,0.0,800.0
2672,28,18,0.0,800.0
2673,24,18,0.0,800.0
2674,23,18,0.0,800.0
2675,26,18,0.0,800.0
2676,19,18,0.0,800.0
2677,27,18,0.0,800.0
2678,29,18,0.0,800.0
2679,41,18,0.0,800.0
2680,28,18,0.0,800.0
2681,33,18,0.0,800.0
2682,24,39,1400.0,0.0
2683,24,18,0.0,800.0
2684,24,18,0.0,800.0
2685,24,18,0.0,800.0
2686,24,18,0.0,800.0
2687,23,18,0.0,800.0
2688,26,18,0.0,800.0
2689,19,18,0.0,800.0
2690,27,18,0.0,800.0
2691,29,45,1900.0,0.0
2692,29,18,0.0,800.0
2693,29,18,0.0,800.0
2694,29,18,0.0,800.0
2695,29,18,0.0,800.0
2696,29,18,0.0,800.0
2697,28,18,0.0,800.0
2698,24,18,0.0,800.0
2699,23,18,0.0,800.0
2700,26,18,0.0,800.0
2701,29,26,0.0,1600.0
2702,19,30,900.0,0.0
2703,19,18,0.0,800.0
2704,19,18,0.0,800.0
2705,19,18,0.0,800.0
2706,27,18,0.0,800.0
2707,28,18,0.0,800.0
2708,41,18,0.0,800.0
2709,24,18,0.0,800.0
2710,15,18,500.0,0.0
2711,15,18,500.0,0.0
2712,15,18,500.0,0.0
2713,15,18,500.0,0.0
2714,15,18,500.0,0.0
2715,15,18,500.0,0.0
2716,15,18,500.0,0.0
2717,15,18,500.0,0.0
2718,32,26,0.0,1600.0
2719,15,26,500.0,0.0
2720,15,26,500.0,0.0
2721,15,26,500.0,0.0
2722,24,26,1400.0,0.0
2723,15,42,500.0,0.0
2724,15,18,500.0,0.0
2725,15,26,500.0,0.0
2726,15,18,500.0,0.0
2727,29,26,0.0,1600.0
2728,15,26,500.0,0.0
2729,15,26,500.0,0.0
2730,15,26,500.0,0.0
2731,15,26,500.0,0.0
2732,15,18,500.0,0.0
2733,15,26,500.0,0.0
2734,15,18,500.0,0.0
2735,15,26,500.0,0.0
2736,15,35,500.0,0.0
2737,15,29,500.0,0.0
2738,15,19,500.0,0.0
2739,15,16,500.0,0.0
2740,15,18,500.0,0.0
2741,15,25,500.0,0.0
2742,15,26,500.0,0.0
2743,15,20,500.0,0.0
2744,15,35,500.0,0.0
2745,15,21,500.0,0.0
2746,15,29,500.0,0.0
2747,15,19,500.0,0.0
2748,15,16,500.0,0.0
2749,36,18,0.0,800.0
2750,15,18,500.0,0.0
2751,15,18,500.0,0.0
2752,15,18,500.0,0.0
2753,20,28,1000.0,0.0
2754,15,26,500.0,0.0
2755,15,20,500.0,0.0
2756,15,35,500.0,0.0
2757,15,18,500.0,0.0
2758,15,21,500.0,0.0
2759,15,29,500.0,0.0
2760,15,19,500.0,0.0
2761,15,16,500.0,0.0
2762,15,28,500.0,0.0
2763,15,26,500.0,0.0
2764,19,20,900.0,0.0
2765,15,20,500.0,0.0
2766,15,35,500.0,0.0
2767,15,12,0.0,200.0
2768,15,12,0.0,200.0
2769,15,12,0.0,200.0
2770,15,12,0.0,200.0
2771,24,12,0.0,200.0
2772,15,12,0.0,200.0
2773,24,12,0.0,200.0
2774,31,12,0.0,200.0
2775,19,12,0.0,200.0
2776,15,12,0.0,200.0
2777,24,12,0.0,200.0
2778,19,12,0.0,200.0
2779,15,12,0.0,200.0
2780,24,12,0.0,200.0
2781,23,12,0.0,200.0
2782,19,12,0.0,200.0
2783,26,12,0.0,200.0
2784,15,12,0.0,200.0
2785,27,12,0.0,200.0
2786,28,43,1800.0,0.0
2787,30,12,0.0,200.0
2788,28,12,0.0,200.0
2789,28,12,0.0,200.0
2790,28,12,0.0,200.0
2791,28,12,0.0,200.0
2792,28,12,0.0,200.0
2793,21,12,0.0,200.0
2794,28,12,0.0,200.0
2795,41,12,0.0,200.0
2796,20,12,0.0,200.0
2797,24,12,0.0,200.0
2798,23,12,0.0,200.0
2799,19,12,0.0,200.0
2800,26,12,0.0,200.0
2801,18,12,0.0,200.0
2802,29,12,0.0,200.0
2803,15,12,0.0,200.0
2804,27,12,0.0,200.0
2805,21,12,0.0,200.0
2806,28,12,0.0,200.0
2807,41,12,0.0,200.0
2808,24,12,0.0,200.0
2809,23,12,0.0,200.0
2810,17,12,0.0,200.0
2811,19,12,0.0,200.0
2812,26,12,0.0,200.0
2813,18,12,0.0,200.0
2814,29,12,0.0,200.0
2815,15,12,0.0,200.0
2816,27,12,0.0,200.0
2817,21,12,0.0,200.0
2818,28,32,1800.0,0.0
2819,28,12,0.0,200.0
2820,28,12,0.0,200.0
2821,28,12,0.0,200.0
2822,28,12,0.0,200.0
2823,28,12,0.0,200.0
2824,28,26,0.0,1600.0
2825,28,26,0.0,1600.0
2826,41,26,0.0,1600.0
2827,24,26,1400.0,0.0
2828,24,26,1400.0,0.0
2829,24,26,1400.0,0.0
2830,24,26,1400.0,0.0
2831,24,26,1400.0,0.0
2832,24,26,1400.0,0.0
2833,24,26,1400.0,0.0
2834,24,26,1400.0,0.0
2835,24,35,1400.0,0.0
2836,24,26,1400.0,0.0
2837,24,26,1400.0,0.0
2838,24,30,1400.0,0.0
2839,24,12,0.0,200.0
2840,24,12,0.0,200.0
2841,24,12,0.0,200.0
2842,24,12,0.0,200.0
2843,24,20,0.0,1000.0
2844,24,20,0.0,1000.0
2845,24,20,0.0,1000.0
2846,24,20,0.0,1000.0
2847,24,20,0.0,1000.0
2848,24,20,0.0,1000.0
2849,24,20,0.0,1000.0
2850,24,20,0.0,1000.0
2851,24,20,0.0,1000.0
2852,37,20,0.0,1000.0
2853,24,20,0.0,1000.0
2854,24,20,0.0,1000.0
2855,24,20,0.0,1000.0
2856,24,20,0.0,1000.0
2857,34,20,0.0,1000.0
2858,23,20,0.0,1000.0
2859,19,20,900.0,0.0
2860,19,20,900.0,0.0
2861,13,14,300.0,0.0
2862,19,20,900.0,0.0
2863,19,20,900.0,0.0
2864,19,20,900.0,0.0
2865,24,20,0.0,1000.0
2866,19,20,900.0,0.0
2867,19,20,900.0,0.0
2868,24,20,0.0,1000.0
2869,31,20,0.0,1000.0
2870,19,20,900.0,0.0
2871,19,20,900.0,0.0
2872,19,20,900.0,0.0
2873,19,20,900.0,0.0
2874,19,20,900.0,0.0
2875,19,20,900.0,0.0
2876,19,20,900.0,0.0
2877,31,20,0.0,1000.0
2878,19,20,900.0,0.0
2879,19,20,900.0,0.0
2880,19,13,0.0,300.0
2881,19,20,900.0,0.0
2882,19,20,900.0,0.0
2883,19,20,900.0,0.0
2884,19,12,0.0,200.0
2885,19,12,0.0,200.0
2886,19,10,0.0,0.0
2887,26,12,0.0,200.0
2888,19,12,0.0,200.0
2889,19,12,0.0,200.0
2890,19,47,900.0,0.0
2891,19,12,0.0,200.0
2892,19,12,0.0,200.0
2893,19,12,0.0,200.0
2894,19,12,0.0,200.0
2895,19,12,0.0,200.0
2896,19,12,0.0,200.0
2897,19,12,0.0,200.0
2898,19,12,0.0,200.0
2899,19,12,0.0,200.0
2900,19,12,0.0,200.0
2901,14,12,0.0,200.0
2902,18,12,0.0,200.0
2903,29,12,0.0,200.0
2904,15,12,0.0,200.0
2905,27,12,0.0,200.0
2906,20,12,0.0,200.0
2907,19,12,0.0,200.0
2908,21,12,0.0,200.0
2909,28,12,0.0,200.0
2910,41,10,0.0,0.0
2911,23,12,0.0,200.0
2912,16,12,0.0,200.0
2913,14,12,0.0,200.0
2914,26,12,0.0,200.0
2915,18,12,0.0,200.0
2916,29,16,0.0,600.0
2917,15,16,500.0,0.0
2918,36,25,0.0,1500.0
2919,15,25,500.0,0.0
2920,15,25,500.0,0.0
2921,15,25,500.0,0.0
2922,15,12,0.0,200.0
2923,15,12,0.0,200.0
2924,23,22,0.0,1200.0
2925,15,22,500.0,0.0
2926,15,22,500.0,0.0
2927,15,22,500.0,0.0
2928,23,12,0.0,200.0
2929,42,18,0.0,800.0
2930,15,18,500.0,0.0
2931,15,18,500.0,0.0
2932,15,12,0.0,200.0
2933,15,49,500.0,0.0
2934,15,12,0.0,200.0
2935,40,12,0.0,200.0
2936,15,12,0.0,200.0
2937,15,12,0.0,200.0
2938,15,12,0.0,200.0
2939,15,12,0.0,200.0
2940,15,12,0.0,200.0
2941,15,12,0.0,200.0
2942,27,12,0.0,200.0
2943,15,12,0.0,200.0
2944,20,12,0.0,200.0
2945,19,12,0.0,200.0
2946,21,12,0.0,200.0
2947,25,12,0.0,200.0
2948,44,12,0.0,200.0
2949,28,36,1800.0,0.0
2950,28,12,0.0,200.0
2951,28,12,0.0,200.0
2952,28,12,0.0,200.0
2953,28,12,0.0,200.0
2954,28,12,0.0,200.0
2955,22,12,0.0,200.0
2956,28,12,0.0,200.0
2957,28,12,0.0,200.0
2958,28,12,0.0,200.0
2959,41,12,0.0,200.0
2960,16,12,0.0,200.0
2961,14,12,0.0,200.0
2962,24,12,0.0,200.0
2963,26,12,0.0,200.0
2964,18,12,0.0,200.0
2965,29,12,0.0,200.0
2966,27,30,1700.0,0.0
2967,18,12,0.0,200.0
2968,27,12,0.0,200.0
2969,27,49,1700.0,0.0
2970,27,12,0.0,200.0
2971,27,12,0.0,200.0
2972,27,12,0.0,200.0
2973,27,12,0.0,200.0
2974,27,12,0.0,200.0
2975,27,12,0.0,200.0
2976,27,12,0.0,200.0
2977,27,12,0.0,200.0
2978,27,12,0.0,200.0
2979,27,12,0.0,200.0
2980,27,12,0.0,200.0
2981,15,12,0.0,200.0
2982,20,47,1000.0,0.0
2983,20,12,0.0,200.0
2984,20,12,0.0,200.0
2985,20,12,0.0,200.0
2986,20,32,1000.0,0.0
2987,20,12,0.0,200.0
2988,20,12,0.0,200.0
2989,20,12,0.0,200.0
2990,20,12,0.0,200.0
2991,20,12,0.0,200.0
2992,20,12,0.0,200.0
2993,19,12,0.0,200.0
2994,21,12,0.0,200.0
2995,28,12,0.0,200.0
2996,25,12,0.0,200.0
2997,41,12,0.0,200.0
2998,12,12,100.0,100.0
2999,16,20,600.0,0.0
