date,gdp,gdp_growth,entropy,volatility,year,crisis,crisis_next_4q,entropy_std,volatility_std
1984-01-01,291181.4,0.012879558423090742,2.392030746149978,0.008635454698065967,1984,0,0,0.4218748440272162,-0.37170080720520293
1984-04-01,292567.5,0.017144933179435107,2.4251388774107427,0.006163612635877664,1984,0,0,0.7183088912519314,-0.51599285150692
1984-07-01,294458.8,0.022079307790618286,2.433199784800661,0.005862817933463088,1984,0,0,0.790482321491071,-0.5335515309996146
1984-10-01,294187.5,0.014822138136890928,2.4333408733610224,0.005936174287187724,1984,0,0,0.7917455595951983,-0.5292694053721879
1985-01-01,294925.0,0.012856590427822612,2.43374020881442,0.005758020355628068,1985,0,0,0.7953210143292232,-0.5396690160019924
1985-04-01,297378.0,0.016442359455510314,2.4416424333375297,0.004963955078663363,1985,0,0,0.8660736756320899,-0.5860220188394033
1985-07-01,299079.5,0.01569217832851333,2.4574235723146627,0.0036629832269974953,1985,0,0,1.0073702912568752,-0.6619653369532117
1985-10-01,300589.9,0.02176299128956871,2.4604801070585323,0.0033895365204372006,1985,0,0,1.0347370114583851,-0.677927596395559
1986-01-01,301518.4,0.022356192252267704,2.457982324592565,0.003603381468999008,1986,0,0,1.0123730864261375,-0.6654445477155547
1986-04-01,304826.8,0.025048255082756654,2.4521547520907405,0.004090692333941877,1986,0,0,0.9601958466838715,-0.6369981182334077
1986-07-01,306481.3,0.024748603632144484,2.452901547192074,0.0043764630879488,1986,0,0,0.9668822855104037,-0.6203164511770597
1986-10-01,306864.1,0.02087295680926049,2.4535576401077512,0.004553082447374709,1986,0,0,0.9727566212383196,-0.6100064201177683
1987-01-01,307116.8,0.018567357746658075,2.4594341614548796,0.004232383687877918,1987,0,0,1.0253721250494958,-0.6287269849631819
1987-04-01,311688.8,0.022511144033267483,2.4649902872586744,0.00383204601489184,1987,0,0,1.0751189635507796,-0.6520964154497777
1987-07-01,313785.3,0.023831796589220966,2.4652356833640887,0.003859753456726172,1987,0,0,1.0773161205007808,-0.6504790129927991
1987-10-01,318413.0,0.03763522679909448,2.46433121171938,0.0039741855665391184,1987,0,0,1.0692179228668124,-0.6437991189529464
1988-01-01,322501.5,0.050093970762914886,2.4492943374917506,0.006001418940085226,1988,0,0,0.9345850905333402,-0.525460794583357
1988-04-01,325323.9,0.043745877298125624,2.4250123884875516,0.009276822003208578,1988,0,0,0.7171763711729419,-0.3342614412267059
1988-07-01,329440.8,0.0498923945768015,2.4211600576573225,0.010209279976103946,1988,0,0,0.6826844812423652,-0.2798298619633468
1988-10-01,332158.4,0.043168463599162266,2.4191111918734833,0.011303159571488364,1988,0,0,0.6643399370655871,-0.2159754088603764
1989-01-01,336479.3,0.04334181391404379,2.4212141615199383,0.011535122048645739,1989,0,0,0.6831689008201235,-0.20243476217330736
1989-04-01,340233.3,0.04582940263534274,2.4252722813055816,0.011550562799495203,1989,0,0,0.719503324611856,-0.20153341918715786
1989-07-01,344066.8,0.04439644391344366,2.42757588878762,0.011692343806724884,1989,0,0,0.7401287016148467,-0.193257052468883
1989-10-01,348681.0,0.04974313460084101,2.432722162967299,0.011466188868803262,1989,0,0,0.7862059287224393,-0.20645868813194374
1990-01-01,349419.1,0.038456451853055906,2.442490004434563,0.010843873037613772,1990,0,0,0.8736624135353395,-0.2427859376990778
1990-04-01,351296.4,0.03251621754837064,2.458944711509597,0.008874796091820564,1990,0,0,1.0209898291400306,-0.35772942144429415
1990-07-01,353579.1,0.027646666286895494,2.467738858111837,0.007449058287639962,1990,0,0,1.0997283253921226,-0.44095586440778006
1990-10-01,353409.3,0.01356053240641164,2.471571633638624,0.006717148596486848,1990,0,0,1.1340451266806273,-0.4836805785779186
1991-01-01,354339.2,0.01408079867414247,2.445179831706157,0.010379421981145682,1991,0,0,0.8977458140200664,-0.26989794191691346
1991-04-01,355647.7,0.012386406464740318,2.4221718212028973,0.012141457829922798,1991,0,0,0.6917433181874938,-0.16704033679635102
1991-07-01,357089.5,0.009928188628796297,2.394498794096806,0.013722792998917158,1991,0,0,0.4439725406885176,-0.07473100694442812
1991-10-01,358812.7,0.01528935429825995,2.365398290854687,0.014434678425265858,1991,0,0,0.1834208386188773,-0.0331751951683648
1992-01-01,361379.0,0.019867403888703228,2.3502043076761523,0.014573076395468842,1992,0,0,0.04738132942390243,-0.025096310860474327
1992-04-01,361784.8,0.017256121718205897,2.347613052370591,0.014074399246854323,1992,0,0,0.024180494210035767,-0.05420623916893544
1992-07-01,361368.7,0.011983550342421267,2.3503338273696897,0.01306394976738854,1992,0,0,0.04854098554125279,-0.11319051785163098
1992-10-01,361437.3,0.007314679775827226,2.35000260990201,0.011997697375271784,1992,0,0,0.04557542600294958,-0.17543225236759716
1993-01-01,359484.5,-0.005242418624214484,2.369606376149363,0.009193347017450962,1993,0,0,0.22109798038029943,-0.3391342348923174
1993-04-01,359501.6,-0.006310934013811553,2.3728422801866063,0.009165336942553417,1993,0,0,0.25007068568449764,-0.34076930334180927
1993-07-01,359942.0,-0.003948045306635617,2.3877430711881784,0.009163637098064455,1993,0,0,0.3834850952340994,-0.34086853056998023
1993-10-01,360889.0,-0.0015169989372983972,2.392663177157304,0.008665769730949414,1993,0,0,0.42753732257713933,-0.36993118845215284
1994-01-01,363338.5,0.010720907299202054,2.3348895637662195,0.00897868612372514,1994,0,0,-0.08973941241667974,-0.3516649137981984
1994-04-01,366984.3,0.02081409373421428,2.335822619872722,0.00882296986913438,1994,0,0,-0.08138528346389229,-0.3607547407938666
1994-07-01,370299.1,0.028774358091025798,2.3165091009284784,0.009507882024093053,1994,0,0,-0.25430910515895727,-0.3207734747907345
1994-10-01,373789.7,0.035747002540947426,2.2787718847292155,0.011115177383957018,1994,0,0,-0.5921897194658835,-0.22694873702973106
1995-01-01,375556.0,0.033625668625813177,2.2280690011418742,0.013227690601828082,1995,0,0,-1.0461585910213347,-0.10363226164328965
1995-04-01,378018.5,0.030067226309136386,2.2032289025550167,0.01446041771845086,1995,0,0,-1.2685647093119568,-0.03167268200647731
1995-07-01,378609.3,0.02244185848682867,2.1960709311174873,0.015229422252031133,1995,0,0,-1.3326536917565894,0.013217417537080499
1995-10-01,378459.7,0.012493656192238634,2.2101876498423114,0.015415672355375864,1995,0,0,-1.2062594826671857,0.024089636508557014
1996-01-01,381090.5,0.014736816879506565,2.2310144016188906,0.015283930860932268,1996,0,0,-1.0197869128005745,0.01639931929799822
1996-04-01,381825.4,0.010070671144401633,2.269010650583973,0.01404754660067349,1996,0,0,-0.679587045542434,-0.05577374353000008
1996-07-01,383299.3,0.012387440033829078,2.286465927735915,0.012475325120713157,1996,0,0,-0.5233010138475214,-0.1475510681854883
1996-10-01,384773.7,0.016683414376748695,2.326109382115777,0.010803250689307263,1996,0,0,-0.16835287330667126,-0.24515723875068848
1997-01-01,386416.2,0.013974895726868164,2.3934836056154696,0.008898363245219025,1997,0,0,0.43488303854029076,-0.3563537054168609
1997-04-01,390472.1,0.022645690936223595,2.401471398504736,0.008635413162924453,1997,0,0,0.5064018372277913,-0.3717032317899169
1997-07-01,394354.7,0.02884273464626741,2.40185026243049,0.00864722659597627,1997,0,0,0.50979399989545,-0.37101363093258743
1997-10-01,398251.8,0.03502864151058138,2.401789237804996,0.008652278111799569,1997,0,0,0.5092476151849087,-0.3707187522442941
1998-01-01,402069.0,0.04050761846941198,2.403019649015624,0.008552944295669766,1998,0,0,0.5202641166009613,-0.3765172939945592
1998-04-01,404948.1,0.037073071289856596,2.3906414502556332,0.009547607276699382,1998,0,0,0.4094357667048027,-0.3184545410705539
1998-07-01,407042.6,0.03217382726768547,2.3820083626933934,0.010233599656108126,1998,0,0,0.3321393144839299,-0.2784102177238358
1998-10-01,409833.0,0.029080094553245006,2.3792289588937576,0.010596602286987413,1998,0,0,0.3072538894894308,-0.2572201940982552
1999-01-01,412652.9,0.026323591224391985,2.3942984250305277,0.010203775836835075,1999,0,0,0.4421785338692341,-0.2801511622273789
1999-04-01,415328.7,0.025634396111501756,2.405618689489668,0.009779902292217148,1999,0,0,0.5435346564134806,-0.3048944826902526
1999-07-01,421446.7,0.03538720517213689,2.429454770420247,0.00862486832095761,1999,0,0,0.7569512906709625,-0.37231877953364584
1999-10-01,427415.5,0.042901620904124416,2.4457558946384035,0.007742560265373224,1999,0,0,0.9029036003389934,-0.4238228925963702
2000-01-01,431573.6,0.045851368062601594,2.4507454776732676,0.007767116917396247,2000,0,0,0.9475778914168876,-0.4223894152816946
2000-04-01,436351.6,0.05061749886294864,2.463231246534527,0.006969351968436991,2000,0,0,1.0593693714948227,-0.46895838387335254
2000-07-01,439735.1,0.043394336697855085,2.4626081913169195,0.00761258848997162,2000,0,0,1.0537908391897173,-0.43140990370080073
2000-10-01,442404.9,0.03506985591304024,2.4638086772684793,0.007568989327269424,2000,0,0,1.064539404442598,-0.4339549742020178
2001-01-01,444705.3,0.03042748676007978,2.4638156619511733,0.0075681043266873855,2001,0,0,1.0646019418822152,-0.4340066354894212
2001-04-01,444806.3,0.019375888618261117,2.462529405252823,0.007690718936975681,2001,0,0,1.0530854272272858,-0.4268490937312339
2001-07-01,447374.2,0.017372049672632617,2.4512033774712054,0.008965590394392495,2001,0,0,0.9516777027066585,-0.35242936780031076
2001-10-01,445419.9,0.006815023974644063,2.4376493220609423,0.010164475038804981,2001,0,0,0.8303213062997801,-0.2824453187097841
2002-01-01,447965.5,0.007331147166449448,2.395665534537452,0.012546396329635478,2002,0,0,0.45441896510786306,-0.14340233628094362
2002-04-01,450066.7,0.011826271345527273,2.3559624715045566,0.014200727987884987,2002,0,0,0.09893711778274752,-0.04683188763725246
2002-07-01,451949.6,0.010227232594101299,2.3318557166341938,0.015043477789782206,2002,0,0,-0.11690299881556664,0.0023630401499069582
2002-10-01,452340.9,0.015538147262841306,2.2999370369859293,0.01572605829760339,2002,0,0,-0.402687276873476,0.042208197889002
